Group,Sample_ID,Sample_Key,Photocurrent,Onset_P,OCP_Dark_Avg,OCP_Light_Avg,Photovoltage,PK_F110_POS,PK_F110_INT,PK_F110_FWHM,PK_F200_POS,PK_F200_INT,PK_F200_FWHM,PK_F211_POS,PK_F211_INT,PK_F211_FWHM,PK_F220_POS,PK_F220_INT,PK_F220_FWHM,PK_F310_POS,PK_F310_INT,PK_F310_FWHM,PK_H110_POS,PK_H110_INT,PK_H110_FWHM,PK_H104_POS,PK_H104_INT,PK_H104_FWHM,PK_F101_POS,PK_F101_INT,PK_F101_FWHM,PK_H300_POS,PK_H300_INT,PK_H300_FWHM,PK_F301_POS,PK_F301_INT,PK_F301_FWHM,Rs,R1,C1,R2,C2
Bare,012,Bare_012,0.9422,0.6453,0.752,0.5442,0.2078,26.576597896357406,2470.9639941175246,0.25618698717258426,37.838534693153036,7365.293624434705,0.306619389071405,51.602730359849026,1903.015562808588,0.33033317194358097,54.635194676872416,233.00572640898213,0.3919473596431321,61.68571041147587,808.1442368133531,0.4842502445616047,35.690566699978966,1032.817241551427,0.20741359074480867,33.3036,58.4517,0.3888,33.7865,588.3142,0.3103,64.0713,128.1529,0.3543,65.6437,1234.8708,0.4808,53.2306,139.6275,8.5208e-06,229.4858,0.0001556357
Bare,013,Bare_013,0.3074,0.6673,0.7384,0.5438,0.1946,26.5691063937288,2552.2038827757874,0.25824985191904143,37.83120739422881,7821.206437397113,0.30675613894708015,51.59764064683138,1835.00785661854,0.32259408183600485,54.64841022477428,239.58932338524482,0.40214106763515933,61.67097207613744,841.6189363932976,0.4999999999999996,35.682637340032755,1166.4625591906856,0.20108356067007974,33.3107,37.5332,0.2484,33.7789,548.2553,0.3256,64.0541,128.4506,0.2572,65.6356,1259.3666,0.4738,63.4387,404.7748,7.1692e-06,844.0204,6.55648e-05
Bare,014,Bare_014,0.9778,0.6273,0.7964,0.5406,0.2558,26.567310967200893,2586.4187680714736,0.2547686911708139,37.82494623623836,7661.855379737585,0.30458803109227295,51.59653564139553,1879.1208066903462,0.32413242157901173,54.64052946677762,252.31730623852044,0.4358503219427489,61.67442781822492,826.78554406747,0.49999999999999994,35.68060835533228,1495.9566406185322,0.1923187124073687,33.21,56.6659,0.3267,33.7665,559.1259,0.3245,64.0697,151.2059,0.2998,65.6371,1268.6701,0.4687,46.8295,145.9071,8.6323e-06,218.9317,0.00015995
Bare,015,Bare_015,0.891,0.6343,0.777,0.5251,0.2519,26.56034026119701,2506.157361519734,0.26209380483138295,37.8257019836897,7588.262743931003,0.30563434498656683,51.59028884864802,1868.8126868144939,0.32090019907377165,54.62675956768329,261.30061587964013,0.4619625786720053,61.673595462308654,822.4499691697732,0.49999999999999994,35.676820769446046,1312.8589742761399,0.19506472964491073,33.2456,81.539,0.1192,33.766,530.5468,0.3418,64.0494,171.7686,0.2628,65.6289,1235.3798,0.4793,56.9302,150.4198,8.2149e-06,251.4095,0.0001515474
Bare,016,Bare_016,0.7608,0.6533,0.7557,0.5537,0.202,26.564965591358224,2568.4209645368414,0.24613571476574395,37.82121625794712,7965.461288823958,0.28461265444499806,51.596904807259314,1929.4722996003368,0.3178768930710725,54.64003060478468,255.62782600251893,0.42837765291075997,61.66536348929864,847.5444526153019,0.49999999999999994,35.675634476866975,1164.9544351140637,0.19998898975232937,33.2696,79.9299,0.4161,33.7672,584.0541,0.3198,64.0613,128.9469,0.3471,65.6259,1339.3314,0.452,52.4766,171.1354,7.8313e-06,262.6245,0.0001213166
Bare,017,Bare_017,0.7986,0.6733,0.7965,0.5508,0.2457,26.565185927272903,2478.8086389253594,0.246706338925593,37.81928624354511,7627.204158782301,0.2827084296609816,51.59387818025553,1931.8561178947984,0.3253649586971577,54.633459139477424,234.98706336620313,0.4277573092444307,61.66747139081191,903.4721779459462,0.49999999999999767,35.675115768189166,1074.647397648316,0.19775337829020004,33.2299,84.51,0.4059,33.7737,587.6568,0.3254,64.0463,128.363,0.2729,65.6252,1354.1693,0.4473,52.5382,151.9074,8.1463e-06,255.4183,0.0001299143
Bare,018,Bare_018,0.9081,0.6283,0.8042,0.5359,0.2683,26.552585774097793,2561.2541015087336,0.25492682119326077,37.815028798658666,7648.3216360975275,0.30200874940064615,51.58031603487409,1852.6118931104647,0.32641851093809476,54.61922398237272,224.42762568740076,0.37808046156025776,61.65964621156704,839.9464325788864,0.49999999999999994,35.667787154202195,1260.3416194517497,0.19473256607358252,33.2131,64.2281,0.2277,33.7601,635.4527,0.3117,64.0548,131.24,0.3252,65.619,1244.4472,0.486,48.8879,144.655,8.5038e-06,246.7325,0.0001466506
Bare,019,Bare_019,0.8029,0.6413,0.6844,0.5247,0.1597,26.53624642306097,2584.666893960996,0.2549064086135376,37.79524327498897,7591.866268716392,0.29856057027266836,51.56241873380935,1971.4374403289899,0.32776267255728486,54.59659487899196,266.3743882632466,0.4705033559190401,61.64272772763723,807.2583152239695,0.49999999999999994,35.64804122026202,1042.8469814542987,0.20079047719023566,33.1944,53.7972,0.3328,33.7392,614.8643,0.3296,64.0333,134.4366,0.2645,65.6054,1283.4169,0.4767,48.1239,164.9113,8.1842e-06,282.8418,0.0001392016
Bare,020,Bare_020,0.9398,0.6513,0.7047,0.5362,0.1685,26.536919850789584,2380.062402100084,0.2570173264403078,37.80063322287313,7427.142904612204,0.29806806126650554,51.570182222317314,1852.7812934232861,0.3279982912646626,54.606077640611765,226.7150642052792,0.37299582830287914,61.64559071168692,816.1904874604345,0.49442788076002214,35.65212349343633,1242.3166522213876,0.1900968207075559,33.3014,43.9459,0.377,33.7367,568.1921,0.324,64.0332,159.3372,0.294,65.6118,1293.7097,0.4783,50.8784,137.8768,8.7355e-06,236.0922,0.0001488479
Bare,021,Bare_021,0.882,0.6233,0.8239,0.5437,0.2802,27.004721922118026,2007.4666775462008,0.3448033664357752,38.25461412896846,5863.495734490532,0.33825978860875566,52.00257531234848,1567.3205922326902,0.3406166305287691,55.03735285843916,187.36147754621334,0.3303875914550661,62.06415829083405,710.7098321683455,0.49999999999999994,36.10999999999993,995.0875345810502,0.23606991310594955,33.3975,0.0,0.03,33.29,0.0,0.05,64.2375,0.0,0.03,66.0047,645.4111,0.2548,43.8502,146.8753,8.7282e-06,217.1296,0.0001643095
Bare,022,Bare_022,0.9493,0.6453,0.7683,0.5785,0.1898,26.87492996217374,1132.5212253053837,0.49999999999999994,38.1210008402813,4051.538824369081,0.4333196913258501,51.881435475825036,1381.0604576792812,0.3898845443170556,54.900438772125085,146.4372112161215,0.4912874487362748,61.948184600076885,593.468694781917,0.49999999999999994,35.99470956811086,570.0773614036633,0.4223174100966379,33.0766,0.0,0.03,34.0287,97.4898,0.1779,64.24,31.6482,0.1481,65.8853,800.7221,0.357,53.1882,136.9126,9.098e-06,235.4625,0.0001623001
Bare,023,Bare_023,0.8921,0.6533,0.7842,0.5394,0.2448,26.598464652124058,2403.5597391982437,0.2587113374242522,37.86045904421219,7423.664955200888,0.3052735685160582,51.6265699294119,1828.772773916507,0.32429515593218183,54.66101737459477,228.53623910837166,0.4271636774182263,61.705091069328425,817.7834041910651,0.49999999999999994,35.71180080155455,1017.1456440970031,0.20476869587595425,33.3686,48.4399,0.3827,33.8028,545.7469,0.2889,64.0887,112.4441,0.325,65.6627,1249.307,0.4776,63.2702,153.4415,8.4935e-06,256.1269,0.0001389565
Bare,024,Bare_024,0.521,0.6303,0.7222,0.5474,0.1748,26.62466360796185,2353.686412574034,0.2583602343883193,37.88717655966386,7052.96814267684,0.3066329481849508,51.65241775515218,1824.2832161298272,0.3245772902752782,54.685819102163464,249.94526053152165,0.3749942648963767,61.72339001259724,793.6097837427474,0.4974138003300171,35.74321802616711,1066.8743649254393,0.23709308377244748,33.3543,47.6826,0.3249,33.8201,563.7746,0.2998,64.09,117.3,0.3301,65.6885,1161.3256,0.4698,65.9579,297.9644,6.3993e-06,480.093,7.79621e-05
Bare,025,Bare_025,0.0656,0.7283,0.6738,0.5189,0.1549,26.667901517122488,2554.588422725773,0.254829469147313,37.92692703720135,7309.539294181466,0.30568768987494355,51.69034127810817,1795.3357789838528,0.3233615313902969,54.73272549056605,260.8205558858496,0.43854202741514586,61.758429304130956,714.7117103561766,0.46363635477341614,35.78486989143728,988.0667097696331,0.2576513062640212,33.3619,53.3232,0.3268,33.8582,534.372,0.2957,64.1188,96.649,0.3112,65.7204,1184.3478,0.4485,81.7776,1448.1243,7.4488e-06,5166.5039,5.5384e-05
Bare,027,Bare_027,0.0293,0.7553,0.7657,0.5471,0.2186,26.782467737891523,2127.152421287404,0.34113618509007626,38.038427539810854,6043.122760945241,0.3351691401805441,51.795943886549786,1675.8915667256788,0.3385987338863627,54.83097969699501,208.59410440146718,0.35753197212100785,61.86862139158488,657.7222698451676,0.469590197941632,35.893133464775374,626.1743345860563,0.34580124765720527,32.9,0.0,0.0301,33.9615,409.9551,0.2447,64.1993,61.9068,0.3837,65.8174,1048.2211,0.4062,167.4395,4968.8746,1.0796e-05,19083.0791,4.23217e-05
Bare,028,Bare_028,0.0602,0.6473,0.6642,0.5144,0.1498,26.820122147139514,2420.726513032554,0.27406138369548494,38.0682157404448,6952.697007861539,0.3038592654529878,51.827623734407645,1588.1273434058755,0.3369286332173269,54.85755790690889,187.74563615595378,0.36397374919044445,61.891109999381534,740.3062821263378,0.49999999999999994,35.92502901088206,1198.220211656053,0.2567258942311215,32.9011,0.0,0.714,33.9986,365.0513,0.1714,64.24,144.0601,0.304,65.8385,1079.6079,0.3763,131.7502,3456.9676,1.08118e-05,13089.0313,7.23873e-05
