Group,Sample_ID,Sample_Key,Photocurrent,Onset_P,OCP_Dark_Avg,OCP_Light_Avg,Photovoltage,PK_F110_POS,PK_F110_INT,PK_F110_FWHM,PK_F200_POS,PK_F200_INT,PK_F200_FWHM,PK_F211_POS,PK_F211_INT,PK_F211_FWHM,PK_F220_POS,PK_F220_INT,PK_F220_FWHM,PK_F310_POS,PK_F310_INT,PK_F310_FWHM,PK_H110_POS,PK_H110_INT,PK_H110_FWHM,PK_H104_POS,PK_H104_INT,PK_H104_FWHM,PK_F101_POS,PK_F101_INT,PK_F101_FWHM,PK_H300_POS,PK_H300_INT,PK_H300_FWHM,PK_F301_POS,PK_F301_INT,PK_F301_FWHM,Rs,R1,C1,R2,C2
Bare,060,Bare_060,0.27,0.6383,0.6857,0.55,0.1357,26.51871604179033,2661.773166163371,0.24916877837231838,37.77681853235851,7592.650156523534,0.30387282143571065,51.54385366459319,1923.084875331531,0.32654364566266264,54.58557249046256,257.12582411857034,0.40361065410875174,61.623854550127795,857.0280474873675,0.49999999999999994,35.62921575490478,789.9166161201725,0.28989825822081156,33.1753,66.0484,0.2779,33.7196,652.1744,0.3223,64.0514,87.6498,0.3157,65.5873,1261.1086,0.4855,64.0596,618.5719,6.968e-06,947.9217,6.0378e-05
NiFeOOH,001,NiFeOOH_001,0.7089,0.5833,0.7828,0.5492,0.2336,26.523964302403527,2575.2446209940113,0.2559972881135783,37.79003282591648,7856.02235887542,0.29417555464675715,51.56579058564678,1976.2597273420606,0.31155959728658944,54.58976999815371,258.1288290182194,0.3947091203971879,61.64470643553763,900.6894641147512,0.49999999999999994,35.63801501565287,1158.0430348028974,0.24957136530522875,33.2147,57.7773,0.3,33.7328,649.5778,0.2972,64.0396,101.8642,0.3161,65.6209,1267.3193,0.4588,96.0219,411.4902,7.8792e-06,616.7375,7.29804e-05
NiFeOOH,002,NiFeOOH_002,0.1214,0.5653,0.8124,0.5402,0.2722,26.51341784368051,2872.176751496789,0.2530345061027026,37.77977372737279,7532.986994012658,0.31279917130997636,51.55054318081488,1842.5023768164485,0.3267245725033052,54.58413525192227,220.06391644781908,0.3535915674442312,61.62447281308587,748.674991996471,0.49999999999999994,35.62698375972112,815.6070629297737,0.3276186055884239,33.2295,68.3149,0.03,33.7187,611.5882,0.3198,64.0246,94.8218,0.3926,65.6011,1215.9365,0.4846,82.857,3032.5336,9.0958e-06,5956.515,2.42068e-05
NiFeOOH,003,NiFeOOH_003,1.169,0.5433,0.8193,0.5242,0.2951,26.527033428161065,2888.870290894813,0.25177904885645547,37.792554783585,8026.379110427035,0.2917782403592686,51.565606324276814,1939.1599418092,0.3154116141803845,54.61038550707987,218.52826672948206,0.37379548917505745,61.64385281804342,887.2969949008844,0.49999999999999994,35.638439553722094,1239.525140083905,0.23350063105160287,33.2262,75.8531,0.3416,33.7394,655.122,0.3198,64.0239,108.6479,0.2977,65.6128,1272.0983,0.4658,99.0603,191.5324,7.4971e-06,194.3938,0.0001309716
NiFeOOH,005,NiFeOOH_005,0.4728,0.5453,0.8143,0.5253,0.289,26.57776514934781,2398.9669657189156,0.27371831374783573,37.83228857575114,7462.4691052994385,0.31087469837856313,51.59683898085178,1870.4859830689863,0.3258205735722479,54.63040357778283,202.6769996676103,0.4039630150342743,61.67539788769767,743.1827683645438,0.49999999999999994,35.68554731828369,947.2876629327803,0.28112838473810164,33.3116,67.939,0.3166,33.7762,571.3035,0.3369,64.0788,96.3951,0.3445,65.6361,1251.2389,0.4763,55.6276,693.8444,7.5418e-06,1290.0959,4.67922e-05
NiFeOOH,006,NiFeOOH_006,1.014,0.5493,0.8073,0.5152,0.2921,26.49344411189082,2331.459756609056,0.25479270258883896,37.75893244443669,7138.685071481762,0.29743765982695536,51.527710979467884,1935.1671158652498,0.3244950609744336,54.576054298993775,236.86093160276715,0.4339914110122506,61.60913112318141,942.5574653250217,0.499999999999998,35.60863951522988,970.4561537146303,0.260149695939513,33.2234,65.6849,0.3323,33.7042,566.9385,0.3274,63.996,112.4038,0.305,65.5805,1329.631,0.464,89.2252,306.3403,7.229e-06,296.9735,8.37725e-05
NiFeOOH,007,NiFeOOH_007,0.9893,0.5533,0.7768,0.5324,0.2444,26.521137896573844,2411.194653562102,0.24769145910810245,37.78952614252661,7372.633714681436,0.2948545368124008,51.56123296491137,1899.5964442543057,0.3153809427472271,54.597190546643986,232.07970963421525,0.39466102115387813,61.64334106929152,903.0604566468925,0.49999999999999983,35.62637306934893,1194.7085998764844,0.2499506669637004,33.2233,75.193,0.3313,33.7273,588.8228,0.3329,64.029,126.6871,0.3357,65.6153,1280.7396,0.4667,85.1284,286.1805,7.6671e-06,313.1377,0.0001063811
NiFeOOH,008,NiFeOOH_008,1.117,0.5573,0.859,0.5278,0.3312,26.567202280563563,2379.1694099105166,0.26735297755887355,37.82377520809597,7194.801340546572,0.31339551862616616,51.585310944780105,1855.5677576461105,0.32858525529654786,54.6185247553274,239.56346581383846,0.4903241784205465,61.66652574751863,747.812764547894,0.4999999999999797,35.67767399293078,882.0731710330812,0.29063013337925797,33.2784,59.238,0.2863,33.7712,557.5317,0.3439,64.0549,122.7699,0.3998,65.631,1243.2051,0.4854,49.8093,159.8184,8.0921e-06,174.7454,0.0001755766
NiFeOOH,009,NiFeOOH_009,0.8588,0.5463,0.8244,0.5178,0.3066,26.73851774897061,2389.918685850544,0.2648201989318105,37.99654195236067,7232.852518764248,0.30293189750906635,51.75584990481921,1713.7684245217617,0.32131043497435896,54.791534619227974,184.38181513282058,0.379427063858406,61.82440272134681,738.8436565251836,0.46581231951322505,35.84983568859349,997.1061113240318,0.21809416966947665,33.1129,77.7494,0.03,33.9279,455.1558,0.2754,64.1878,107.7805,0.1641,65.781,1120.8068,0.4351,64.7391,262.2589,7.0914e-06,318.1964,0.0001373661
NiFeOOH,010,NiFeOOH_010,1.21,0.5553,0.7949,0.5159,0.279,26.529863201362105,2333.706432422745,0.26313503567179813,37.7896002005469,7306.300271809894,0.3085303439288246,51.55510594611752,1870.8927646278914,0.3285105600901063,54.600992259190804,225.1838448823262,0.3764827800535144,61.63577195872267,850.3671928170714,0.49999999999999994,35.64002907467724,1143.0357925120136,0.1886516211233064,33.2454,78.5656,0.2822,33.7229,553.9009,0.3376,64.0368,131.8759,0.3282,65.5947,1256.1436,0.4905,53.9171,199.1835,8.3372e-06,191.6764,0.0001787421
NiFeOOH,011,NiFeOOH_011,1.126,0.5703,0.8776,0.5762,0.3014,26.523775703114392,2309.2464809275853,0.2492094660401575,37.784805532960476,6888.291064732218,0.30635483289660975,51.55042903372683,1855.2959812343727,0.32918204641603704,54.59129320733044,255.44359331446756,0.3938104693237582,61.63301013878531,798.2239724750419,0.49999999999999956,35.63785223219306,978.8110177394359,0.1930640630027318,33.2169,65.4764,0.4242,33.7274,522.7536,0.3256,64.0233,105.4699,0.2429,65.599,1250.4866,0.4775,51.7822,175.8365,8.1342e-06,197.2385,0.0001570731
NiFeOOH,012,NiFeOOH_012,1.209,0.5583,0.8092,0.5273,0.2819,26.516089012749077,2409.213118933987,0.2574214028071562,37.77685431091828,7148.722219992993,0.3074144251784692,51.54294094043996,1904.5515675584404,0.3296964537626573,54.5909907420941,230.912686568793,0.38657105653187795,61.62990217744633,845.6731509837992,0.49999999999999994,35.63228715495726,973.3779470973644,0.20505649245177804,33.2301,45.3946,0.0578,33.719,600.429,0.3164,64.0162,135.8152,0.2884,65.5856,1230.107,0.4924,47.6265,156.8804,8.4348e-06,173.3817,0.0001074053
NiFeOOH,013,NiFeOOH_013,0.705,0.5453,0.8102,0.5101,0.3001,26.519026770573262,2483.2493302793982,0.2582128074224156,37.779314362557336,7519.549573821138,0.3074808028179281,51.551725716243546,1884.9924737187464,0.32379679597196975,54.576615668559185,244.296178038457,0.4670123145478808,61.627023752693795,824.7879292941997,0.49999999999999994,35.631307310229325,1052.7597220879982,0.21589675851733245,33.2153,51.9903,0.288,33.7184,629.3874,0.3217,64.0396,114.5621,0.2971,65.5941,1266.5581,0.4903,56.6488,359.1903,6.4206e-06,389.6254,6.74306e-05
NiFeOOH,014,NiFeOOH_014,1.246,0.5643,0.7194,0.5312,0.1882,26.52970612321691,2502.990430196484,0.2458719297592136,37.78843684289456,7360.259735642948,0.2997322049985174,51.555437667252114,1940.6234034279796,0.31643141681080655,54.59461071451037,224.21629688663702,0.42962845669965133,61.63571585943488,832.9989836462747,0.4999999999999983,35.644168899661786,1310.272896079537,0.19186895015835828,33.234,84.1637,0.3071,33.7298,556.8142,0.3199,64.0401,158.2357,0.2673,65.6016,1269.1713,0.4679,39.7863,173.753,8.9794e-06,160.9727,0.0001586977
NiFeOOH,015,NiFeOOH_015,1.15,0.5423,0.6897,0.508,0.1817,26.527351380151003,2575.7467466004327,0.2560552067502065,37.78314789127528,7491.784003714957,0.31410569412013495,51.54972076931049,1892.7602191882706,0.3293156017617536,54.5813062988421,236.39746648150958,0.36199555423904745,61.63104764956123,861.4251260304011,0.4999999999998304,35.6333026657815,1356.3947227515628,0.1961690937260103,33.234,72.0451,0.2235,33.7197,642.5381,0.3281,64.0254,129.9133,0.2818,65.5972,1241.5915,0.4827,48.0073,163.8449,9.0257e-06,188.3671,0.000180566
NiFeOOH,016,NiFeOOH_016,1.187,0.5883,0.7221,0.5432,0.1789,26.499414753125464,2662.091591837556,0.2520121865341321,37.75151088612961,7879.734384326216,0.28787599746805526,51.53054123257134,1907.8645180584497,0.3275529855422182,54.560104051379035,242.4496878084398,0.4077732127561708,61.60927769076418,881.0342323267106,0.49999999999999994,35.60925911164593,1116.0609052355785,0.2119055613736863,33.1357,56.4845,0.1915,33.6959,664.6528,0.3179,64.0167,112.0541,0.2744,65.5681,1346.8804,0.4596,40.9945,132.0945,8.0335e-06,129.6312,0.0001843543
NiFeOOH,017,NiFeOOH_017,1.227,0.5803,0.8085,0.5195,0.289,26.525071474576986,2684.1599401625604,0.24608733861378743,37.77534671533002,8172.091704364375,0.29361891589786143,51.55249424669271,1975.0860739835236,0.3161959694286577,54.58888583460304,226.13515277449815,0.40627536520060786,61.62830155472427,949.5737090318012,0.4999999999999999,35.630996694855725,1059.6270340100941,0.21424031299351717,33.2104,47.9299,0.2268,33.731,664.115,0.3167,64.0309,112.3724,0.3152,65.5888,1353.2157,0.4498,47.4193,133.5271,8.2047e-06,115.2161,0.0002059657
NiFeOOH,018,NiFeOOH_018,1.206,0.5523,0.8364,0.5176,0.3188,26.51186529100679,2640.874181234765,0.2526471456179489,37.77361187888326,7814.27929218632,0.3030369920312503,51.54039400049431,1918.35256070509,0.32369875727069475,54.571210075965425,217.50976387321052,0.35976280987006876,61.61684500982005,789.7277849277976,0.4999999999999219,35.62263551461768,1262.8715925859453,0.1926649395047786,33.1711,63.8296,0.1909,33.7151,636.3251,0.3282,64.008,118.4613,0.2408,65.5847,1250.0925,0.4788,45.3756,192.9402,8.6717e-06,178.1936,0.0001191305
NiFeOOH,019,NiFeOOH_019,1.12,0.5543,0.8654,0.5019,0.3635,26.887433948196676,2095.7145405668653,0.33314407496433124,38.11708959075529,6229.815852982854,0.3455119946141865,51.865382600361336,1794.6057974313305,0.3583873205740093,54.90528470159049,201.06223680063036,0.39744541881662504,61.93053487391106,783.7895066385994,0.4999999999995695,35.970217567779756,769.0966907351515,0.24165090163286257,33.1899,0.0,0.188,34.0471,229.8678,0.1725,64.0484,2.91,0.0302,65.8774,1035.9864,0.3804,40.7439,192.1743,8.544e-06,212.7536,0.0001082201
NiFeOOH,020,NiFeOOH_020,1.082,0.5723,0.8042,0.5251,0.2791,26.852304167625533,1868.8313074310072,0.3728940027199056,38.08837623583645,6034.091517959656,0.37613849078666756,51.84768648033784,1669.6152147510118,0.3798909807493993,54.88715052384034,180.2183529936725,0.394703322723373,61.91426727537023,697.8658288532956,0.4999999999999289,35.94757005267407,836.0839896368084,0.2919065948031915,33.4,0.0,0.03,34.0101,312.677,0.1963,64.24,87.9503,0.1907,65.8594,1009.0547,0.3966,41.3429,171.0103,8.7366e-06,213.5229,0.0001683852
NiFeOOH,021,NiFeOOH_021,1.116,0.5473,0.6924,0.5317,0.1607,26.593050662625924,2816.1478829145553,0.30742722384915677,37.8588609575711,7262.826641163741,0.31811473603306595,51.62693188015703,1820.1456059857112,0.3342162579576959,54.65997877083267,229.44452185993265,0.40029731334145907,61.70431941184795,774.9727570479099,0.4999999999999372,35.71426454406903,1257.70216059095,0.20618533043802634,33.2893,61.8592,0.3092,33.7908,563.8056,0.2997,64.1025,182.8091,0.321,65.665,1196.2905,0.4786,42.0956,174.2104,8.562e-06,166.7336,0.0001898964
NiFeOOH,022,NiFeOOH_022,1.206,0.5613,0.6704,0.5302,0.1402,26.644602149944543,2407.5348174113556,0.3445649775695212,37.904105621988485,6638.612795348523,0.35326202021589065,51.679305857878845,1629.1055591595084,0.3647037509966715,54.70177627789957,239.0546395866878,0.49999999999947287,61.75146870837295,698.8791368945124,0.48717653750765777,35.76099941561139,971.591066834621,0.2592965058410578,33.2394,45.167,0.2102,33.8366,486.6258,0.3454,64.1336,135.1439,0.2528,65.7034,1154.7041,0.4745,46.6273,150.4878,8.6385e-06,158.1303,0.0001576666
NiFeOOH,023,NiFeOOH_023,1.16,0.5783,0.6746,0.5353,0.1393,26.780780959291018,2288.9535326797018,0.2966041652074573,38.03345463856685,6949.01883247738,0.31930612221999627,51.79391836033073,1671.7281543158795,0.3349204963846,54.81987705863916,200.9379950868001,0.3543376595259179,61.86632354820145,678.2465203913915,0.4679197703980819,35.884489184997335,978.1216065788382,0.2132205292417974,32.9004,0.0,0.4289,33.958,364.9964,0.2296,64.24,85.1334,0.1977,65.8136,1057.1167,0.4058,58.0757,164.5419,8.047e-06,154.7803,0.0001776889
NiFeOOH,024,NiFeOOH_024,1.021,0.5303,0.6811,0.5386,0.1425,26.539543327687678,2434.922128098289,0.2510046890907856,37.800158561161055,7102.537706653705,0.30489147300259517,51.56530201929032,1862.0426620525136,0.31847298803603485,54.59554832926047,237.25689749673464,0.3439069463065569,61.642862305014006,856.1221989183936,0.49999999999999956,35.65384965445675,1119.248819869622,0.22966030935512097,33.2161,62.3279,0.1775,33.7357,559.3614,0.2994,64.0276,113.0964,0.2739,65.611,1228.4806,0.4833,61.3496,346.9518,6.6055e-06,341.0806,7.51309e-05
NiFeOOH,025,NiFeOOH_025,0.3036,0.5503,0.6839,0.5381,0.1458,26.48315028680226,2419.729160599833,0.24299021367588444,37.74487537918697,6813.888186713045,0.30483071920095234,51.509889612731094,1964.9264639739288,0.326526587253829,54.55217204412182,261.05610121024563,0.4058854628324971,61.59384659963902,775.5909586109248,0.4999999999999999,35.597867173587936,958.4861088295899,0.26682069974907585,33.1355,48.9817,0.1997,33.6869,542.2474,0.3373,63.9975,94.4573,0.3304,65.5597,1240.3869,0.4908,67.1454,1398.9305,7.2526e-06,1982.2652,3.69916e-05
NiFeOOH,027,NiFeOOH_027,0.1899,0.5413,0.6715,0.5234,0.1481,26.50622993070878,2528.616582344139,0.2504328782967805,37.768781881315064,7451.275139177368,0.304873651163326,51.53590786579223,1909.1412849699125,0.32647501533067885,54.57996939479427,275.9455345379155,0.3655224422053907,61.61652436293281,841.7238263812111,0.49999999999999994,35.62018826221843,737.4448231521047,0.3229802560651029,33.2336,31.755,0.2512,33.7121,619.7215,0.3329,64.0079,68.7909,0.2667,65.5892,1269.3184,0.4794,110.3367,3507.0272,8.4098e-06,3652.6069,5.05539e-05
NiFeOOH,028,NiFeOOH_028,0.2037,0.5253,0.6732,0.5103,0.1629,26.56343059984251,2490.6676056942156,0.2483982094011765,37.81976131814783,7661.425745445767,0.29564706184996753,51.58732599989749,1898.4262373296328,0.3120731214114528,54.61696282719404,234.92215018462025,0.37022218911900096,61.66414021841383,813.9576980248672,0.49999999999999994,35.67989576590995,1253.87085654341,0.24892593401976124,33.2022,63.8674,0.327,33.761,584.7312,0.3226,64.0677,190.3625,0.3888,65.6208,1255.9841,0.461,89.0552,2680.9464,8.3303e-06,3370.8118,5.18206e-05
NiFeOOH,029,NiFeOOH_029,0.6311,0.5043,0.6885,0.5095,0.179,26.51095655592967,2336.987228373055,0.25021953202760944,37.76600721657385,6957.13866740996,0.29283422196765924,51.535710476558855,1875.3108405741543,0.32083033884335804,54.57781048237354,217.08546009499054,0.3750645121289904,61.61097544147854,846.6688852976281,0.49999999999988315,35.62490352276775,997.1137747339372,0.23410314045334124,33.2117,108.0408,0.2995,33.712,550.4836,0.3251,64.0356,110.8408,0.3026,65.5742,1294.0906,0.4687,47.1415,500.5285,7.4257e-06,609.2457,7.39556e-05
NiFeOOH,030,NiFeOOH_030,0.3387,0.5283,0.6726,0.5199,0.1527,26.569191401449224,2412.702401382974,0.24896017249039715,37.82414926512751,7718.731205366191,0.2895057592964632,51.58756771068109,1922.6434897204745,0.3184210286210801,54.623785134793195,198.70382229128964,0.37541613776720467,61.67140155090499,775.8138691202475,0.4999999999999771,35.68382433063314,1430.5981573401073,0.24207629245245207,33.244,92.3284,0.3252,33.7729,589.8928,0.3111,64.0815,180.2829,0.362,65.6273,1246.209,0.4475,42.451,915.8325,8.7392e-06,1911.2244,3.81734e-05
NiFeOOH,032,NiFeOOH_032,0.6592,0.4903,0.6813,0.5117,0.1696,26.538165073342572,2374.8926588412987,0.25579652771066413,37.797998698100365,7298.444260310463,0.28954155572695495,51.565927288847924,1908.1072191144071,0.3204526371791553,54.603111552532596,260.3023296952927,0.4207008938744154,61.64505106405146,792.7624512334238,0.48770409697682443,35.657714754080985,1719.301957699247,0.19926989318868277,33.2342,65.7651,0.3372,33.7464,572.104,0.3291,64.0509,179.975,0.3053,65.6025,1277.6604,0.4505,44.8287,539.6805,7.6602e-06,714.3001,6.7448e-05
NiFeOOH,034,NiFeOOH_034,0.1455,0.5373,0.6603,0.5163,0.144,26.532152724788673,2497.6881318242267,0.24213737010122544,37.786557931814464,7759.691234841694,0.2777995204069546,51.55996327670907,1878.726088098562,0.3041168282235536,54.59934109585399,251.40808278841297,0.44830060342304584,61.637898403785776,938.5990648326609,0.497212346806632,35.650055701624055,1353.17759579271,0.23668688492274512,33.2239,73.3004,0.2971,33.7386,596.1357,0.3187,64.0277,179.7621,0.3461,65.5939,1301.1508,0.4551,65.9907,1875.827,7.7847e-06,2873.9796,4.50332e-05
NiFeOOH,035,NiFeOOH_035,0.1825,0.5243,0.678,0.5171,0.1609,26.506224885384775,2472.548839911928,0.25230956864991033,37.75970045782492,7533.556048170507,0.28494280950529505,51.53469094780111,1980.6036888014105,0.3216752702877495,54.576903196980865,215.12526988084386,0.41758652895528187,61.61314938029098,828.4989974138284,0.49999999999999983,35.61849067135071,1284.31330430301,0.23890725855904402,33.2082,93.4765,0.2694,33.705,597.1172,0.3323,64.0184,129.9611,0.2754,65.5696,1315.4127,0.444,54.4075,1594.6695,8.137e-06,2805.9045,3.41726e-05
NiFeOOH,036,NiFeOOH_036,0.6105,0.5103,0.7001,0.5101,0.19,26.556031796751498,2418.7543694619008,0.2519433853031966,37.80696252974088,7733.685976378525,0.283268830295932,51.58053966855626,1826.033379568511,0.306380906640009,54.61706012763659,261.5137095052189,0.38345644975219095,61.653295491045974,880.7264033603468,0.49999999999999994,35.66880478373718,1425.3997656354877,0.201566161092991,33.1666,110.33,0.1084,33.7514,584.9582,0.303,64.0373,166.7815,0.259,65.6082,1350.3754,0.4371,70.9244,363.829,6.3051e-06,444.5258,7.69175e-05
NiFeOOH,040,NiFeOOH_040,0.6989,0.5183,0.6899,0.5324,0.1575,26.570728252667017,2396.2903915751344,0.2491394110718439,37.832559052586866,6968.574547541936,0.3056887914829794,51.59224913476746,1904.4109985027565,0.3173440544984864,54.621442720600704,214.97981602346619,0.3746851533836763,61.65853521632976,828.7821731083391,0.4999999999999968,35.69011941963872,1050.2203128409626,0.22693852403807208,33.1854,45.2996,0.0999,33.7667,512.9468,0.3091,64.0642,136.0174,0.3144,65.6343,1210.7035,0.469,51.4182,443.9428,7.1672e-06,682.8917,6.69348e-05
NiFeOOH,041,NiFeOOH_041,0.51,0.5383,0.68,0.485,0.195,26.51615927720041,2528.0853951863487,0.24612684643448124,37.78166948421092,7645.937701015765,0.30007987386172164,51.55268315247833,1911.7392037313168,0.3206310228613,54.58130895235065,222.73392656616664,0.40937534354884036,61.634445408098365,813.833578515539,0.49999999999999994,35.619702255182204,974.8122574388401,0.2553350466634659,33.2042,58.0847,0.293,33.7225,572.1653,0.3524,63.9864,82.4913,0.33,65.6083,1323.691,0.4579,90.9186,772.952,7.389e-06,1048.4763,5.00397e-05
NiFeOOH,042,NiFeOOH_042,0.2784,0.5393,0.6354,0.4831,0.1523,26.544527418726325,2662.000833152948,0.23663484628422307,37.798631520766065,8141.0863955487675,0.2785022186718463,51.57540500237909,1920.2494847502403,0.3091218284270857,54.598269503755134,257.79061948263444,0.33255514197450065,61.6495239054766,947.3058636716787,0.49999999999999994,35.65036953589559,1121.1976366109704,0.24073537744832468,33.2068,67.7232,0.2956,33.7491,600.781,0.3155,64.0371,104.7503,0.3504,65.611,1281.4006,0.4436,112.4213,972.2778,7.0946e-06,1347.1262,5.16051e-05
NiFeOOH,043,NiFeOOH_043,0.6193,0.5283,0.6586,0.5004,0.1582,26.529690676968006,2539.4427523232703,0.26018605044703297,37.790430533165285,7940.686064464812,0.2851917322236265,51.56365336813265,1853.0508675359038,0.3107603706770182,54.59624037676398,216.8825401740283,0.3829287851041151,61.642367142546,854.9443334332317,0.49881569267453413,35.638425425768766,1190.139210352252,0.23534777267018148,33.2,83.4566,0.3535,33.7406,646.5038,0.3131,64.026,121.9906,0.3834,65.6074,1288.032,0.4609,125.5297,683.6739,7.6236e-06,846.0776,7.29864e-05
NiFeOOH,044,NiFeOOH_044,1.069,0.5363,0.6587,0.5218,0.1369,26.830143097047998,2226.9526699638604,0.26722428566494316,38.08643804688826,6919.384305911243,0.30094925285334084,51.84742500806743,1716.5043852837919,0.327629506955303,54.86655779090446,209.9773452918662,0.3471131602613711,61.91190734711277,782.3263767900834,0.4726201308344818,35.93361123228551,1426.880697069486,0.1931531545933312,33.1088,0.0,0.0339,34.0219,375.2263,0.1771,64.24,126.376,0.2434,65.8656,1072.6254,0.3938,77.3437,170.202,8.171e-06,188.7499,0.0002002545
NiFeOOH,047,NiFeOOH_047,1.029,0.5203,0.7855,0.4989,0.2866,26.90827183279926,1180.2372461172786,0.49999999999999994,38.17473467625833,4102.259348308361,0.4275280600126268,51.9331006964553,1407.3769755136832,0.3898511102778083,54.95090975121395,169.0585331966697,0.4002046496201281,61.99972857239737,645.0441002861486,0.4999999999998557,36.003107078292935,621.978862970056,0.3811185207055374,33.3173,0.0,0.7999,34.0689,65.3168,0.0953,63.7429,0.0,0.0345,65.94,724.9078,0.3201,70.975,229.9007,8.2394e-06,232.6004,0.0001772876
NiFeOOH,050,NiFeOOH_050,0.8715,0.5103,0.7778,0.4951,0.2827,26.693559726797602,2450.78446918745,0.27059544284899945,37.95105086484508,6925.491028029724,0.307617071141059,51.71104404552829,1781.1951638483547,0.3175968384167842,54.73149335149679,235.33596152734322,0.49999999999999994,61.778395497406564,800.8034637433523,0.49999999999998035,35.808607963932225,1860.478872778244,0.196225324365417,33.4,19.3451,0.4091,33.8851,521.0996,0.2856,64.1754,196.2873,0.3218,65.741,1159.7424,0.4544,47.0258,300.1467,9.7699e-06,422.0273,0.000137882
NiFeOOH,051,NiFeOOH_051,0.8418,0.5193,0.7859,0.509,0.2769,26.713182390056698,2135.9162511323602,0.3066907988801829,37.97408137300107,6218.328108723585,0.2817194516624913,51.724925193237056,2033.1145130551704,0.29101928848870795,54.732757383465014,247.84358052627877,0.40102334529405653,61.81569343662922,629.9349297225286,0.42524602521856303,35.837519643058734,1240.6279858175421,0.2115889794956881,33.3727,43.5086,0.2044,33.9103,483.198,0.2894,64.2007,165.0054,0.2997,65.7387,1279.7071,0.3969,35.8249,301.0105,1.12623e-05,475.0252,0.0001100361
NiFeOOH,052,NiFeOOH_052,0.9679,0.5103,0.8068,0.5063,0.3005,26.597075417203502,2499.432939824646,0.2746105200250526,37.8517002513296,7027.230945707039,0.27018826943241264,51.61854348272179,2193.951053891866,0.2968136439793661,54.63423287983403,243.5065082809774,0.3903516055460055,61.70814201194136,792.4686268654273,0.4905295634300665,35.71651278222269,1468.907053919809,0.1984172353241486,33.3011,102.8441,0.2742,33.7888,612.6401,0.3217,64.0953,175.6278,0.2389,65.6423,1314.0141,0.4326,36.8031,289.1644,1.10224e-05,381.9272,0.0001230558
NiFeOOH,056,NiFeOOH_056,1.075,0.5753,0.786,0.529,0.257,26.57133532446963,2345.0990686666896,0.2723732791537909,37.83271019477174,6652.14813772486,0.2720206469655293,51.59870315586122,2255.744272348806,0.3031682771458962,54.61841230866288,234.515782436653,0.3658687277053759,61.693739670009286,816.2101489039422,0.499999999999872,35.678321030960035,1156.5645943756824,0.19327573233332762,33.4,50.0229,0.6061,33.7802,580.4796,0.2889,64.0668,162.9327,0.3042,65.6382,1355.0379,0.4328,52.9388,113.8184,8.9473e-06,167.303,0.0002288109
NiFeOOH,058,NiFeOOH_058,0.5255,0.5263,0.7949,0.5111,0.2838,26.6319760152356,2551.7166930085587,0.2687559139743319,37.89150091663362,7223.142459700926,0.2628467069126279,51.65082730583911,2100.3173105065302,0.29621586241495457,54.67110024555093,250.11300246900998,0.42502349331537764,61.74243397031264,738.7801861847529,0.47575202197434735,35.75497221549492,1406.932371155807,0.20995102660347265,33.3066,108.2876,0.2892,33.8275,561.0851,0.314,64.1306,196.7499,0.325,65.6728,1324.7029,0.4236,37.3821,553.9198,9.0184e-06,849.5108,8.88692e-05
NiFeOOH,059,NiFeOOH_059,0.4887,0.5203,0.7864,0.5157,0.2707,26.516088697103417,2443.9590102014326,0.2442607705991774,37.77043219330883,7080.57805558927,0.2929530554018514,51.53962961188742,1945.7522912201102,0.321997234911041,54.56379297523237,281.4824192527471,0.40668364226250264,61.611559071925264,880.4304928479637,0.4999999999999884,35.632538372560596,1273.6297291403712,0.22530824402866315,33.2654,41.6814,0.2469,33.7126,568.6153,0.3304,64.0191,148.4285,0.3343,65.5754,1274.3466,0.4642,56.602,518.7925,8.6436e-06,994.0866,7.0402e-05
NiFeOOH,060,NiFeOOH_060,0.5098,0.5303,0.7439,0.5169,0.227,26.52960059622304,2588.2435665653097,0.249081700056281,37.78855179369034,7644.494207874876,0.30100867573735673,51.55819996316529,1915.923069505409,0.32276821584147825,54.57971271480663,255.60414547014736,0.3675127700382031,61.63379812224623,836.5275270718975,0.49999999999999994,35.64316990915873,794.7770212606817,0.27780825555123634,33.2463,68.8888,0.2889,33.7297,612.7597,0.3097,64.0377,80.9033,0.3256,65.6016,1260.7618,0.4636,57.0228,535.0195,7.4526e-06,648.4252,6.91269e-05
